cpu_percent,memory_percent,latency_ms,error_count,request_rate,active_pods,predicted_load,service,service_type,action
7,38,45,5,43,2,33.37,emergency,critical,scale_down
49,23,389,10,116,8,70.53,analytics,non_critical,scale_up
69,71,30,3,1410,6,61.62,pharmacy,non_critical,stable
27,57,332,7,855,2,65.51,emergency,critical,scale_up
49,73,280,6,1364,1,77.13,analytics,non_critical,stable
17,65,293,1,420,6,58.14,pharmacy,non_critical,stable
52,79,280,0,955,8,79.61,patient_monitoring,critical,scale_up
47,59,284,10,846,6,71.29,emergency,critical,scale_up
77,87,289,6,1379,7,96.26,pharmacy,non_critical,stable
87,11,47,2,931,9,53.36,patient_monitoring,critical,scale_up
85,68,385,3,1810,2,72.23,lab_report,non_critical,scale_up
24,27,137,4,403,7,34.61,lab_report,non_critical,stable
56,51,62,5,1225,1,51.95,emergency,critical,scale_up
86,57,106,5,545,1,71.79,pharmacy,non_critical,scale_up
53,20,96,9,1484,6,45.07,analytics,non_critical,scale_up
25,90,214,3,1037,4,62.97,patient_monitoring,critical,scale_up
8,93,206,9,238,6,52.98,emergency,critical,scale_up
28,58,147,2,859,1,47.82,emergency,critical,scale_up
91,71,255,3,1500,9,95.3,pharmacy,non_critical,scale_down
75,71,282,9,207,3,87.41,patient_monitoring,critical,scale_up
20,10,62,9,12,3,93.93,analytics,non_critical,scale_up
54,52,250,5,14,3,67.63,analytics,non_critical,stable
85,87,440,6,1801,2,44.25,lab_report,non_critical,scale_up
89,56,221,0,1119,3,85.64,emergency,critical,scale_up
16,63,294,2,1060,7,58.42,emergency,critical,scale_up
12,34,71,0,45,5,65.99,pharmacy,non_critical,scale_down
74,76,253,1,1227,2,87.55,patient_monitoring,critical,scale_up
19,33,339,0,331,4,53.96,emergency,critical,scale_up
8,75,25,0,435,2,29.87,emergency,critical,stable
54,91,253,4,307,4,80.21,emergency,critical,scale_up
2,95,387,5,796,9,69.79,emergency,critical,scale_up
65,11,222,1,1372,4,60.74,patient_monitoring,critical,scale_up
67,63,41,2,1348,10,59.2,patient_monitoring,critical,scale_up
55,22,20,8,292,8,36.68,lab_report,non_critical,scale_up
89,67,363,6,1015,8,36.6,patient_monitoring,critical,scale_up
59,75,298,5,985,10,83.77,analytics,non_critical,scale_down
52,64,306,10,100,1,76.0,pharmacy,non_critical,scale_up
20,62,71,3,18,4,83.06,emergency,critical,scale_down
45,27,152,8,541,10,46.88,emergency,critical,scale_up
4,49,299,6,194,5,46.99,emergency,critical,scale_up
19,89,72,4,28,1,62.66,analytics,non_critical,scale_down
36,72,157,0,923,4,57.15,pharmacy,non_critical,stable
87,64,450,9,1031,4,50.88,analytics,non_critical,scale_up
99,29,115,9,16,3,69.73,pharmacy,non_critical,scale_up
23,13,98,10,531,5,26.26,emergency,critical,scale_up
100,5,207,7,1945,3,57.91,emergency,critical,scale_up
85,65,300,10,1900,8,65.08,patient_monitoring,critical,scale_up
2,73,50,0,798,6,29.5,emergency,critical,stable
57,94,230,9,1325,6,82.35,lab_report,non_critical,scale_up
55,28,169,6,252,2,53.3,emergency,critical,stable
37,75,376,4,579,2,79.76,patient_monitoring,critical,scale_up
86,47,342,6,1223,1,87.06,emergency,critical,scale_up
28,26,183,0,624,8,41.35,lab_report,non_critical,scale_down
96,51,25,9,1468,1,68.74,pharmacy,non_critical,scale_up
94,95,413,1,1499,8,50.4,pharmacy,non_critical,scale_down
53,68,239,0,1309,1,73.42,lab_report,non_critical,stable
44,76,167,5,76,2,61.65,emergency,critical,stable
30,31,214,0,1005,7,47.71,pharmacy,non_critical,stable
94,55,438,5,1563,7,98.49,lab_report,non_critical,scale_up
4,64,33,1,9,5,49.1,lab_report,non_critical,scale_down
20,93,62,5,1162,6,46.42,pharmacy,non_critical,stable
32,34,200,3,337,3,46.87,emergency,critical,stable
60,14,223,5,1206,2,58.91,lab_report,non_critical,stable
10,90,68,0,38,4,116.59,emergency,critical,scale_down
36,18,53,2,1120,6,30.94,patient_monitoring,critical,scale_up
7,40,62,2,7,8,35.79,analytics,non_critical,scale_down
28,70,361,6,1412,6,73.92,patient_monitoring,critical,scale_up
65,93,333,10,93,4,93.89,analytics,non_critical,scale_up
85,82,252,4,1644,10,104.0,pharmacy,non_critical,scale_down
13,22,43,3,290,3,17.98,pharmacy,non_critical,stable
20,83,68,6,1281,2,44.26,analytics,non_critical,stable
61,70,361,7,905,8,89.41,analytics,non_critical,scale_up
95,82,356,1,324,2,108.35,lab_report,non_critical,scale_up
83,39,380,2,300,8,91.8,patient_monitoring,critical,scale_up
19,89,269,3,259,5,63.62,lab_report,non_critical,stable
41,94,371,8,991,6,87.78,emergency,critical,scale_up
37,93,360,2,81,7,82.56,lab_report,non_critical,scale_up
36,48,187,6,1276,10,53.65,emergency,critical,scale_up
61,70,57,7,116,2,57.43,patient_monitoring,critical,scale_up
14,86,52,7,15,2,95.47,analytics,non_critical,scale_up
77,83,324,8,1493,9,98.79,pharmacy,non_critical,scale_up
45,22,321,4,908,4,63.02,lab_report,non_critical,scale_up
15,80,89,7,600,2,41.6,emergency,critical,scale_up
12,61,149,5,947,4,41.09,lab_report,non_critical,stable
98,61,136,10,172,4,81.24,patient_monitoring,critical,scale_up
65,75,391,0,1294,10,96.69,emergency,critical,scale_up
92,91,381,4,1403,3,114.21,analytics,non_critical,scale_up
92,73,343,1,1240,1,104.68,analytics,non_critical,scale_up
84,88,157,8,592,5,85.28,lab_report,non_critical,scale_up
87,39,342,7,300,5,90.0,analytics,non_critical,scale_up
64,77,141,0,903,8,71.01,pharmacy,non_critical,scale_down
97,80,33,10,74,4,75.95,emergency,critical,scale_up
92,54,167,10,1065,5,81.03,lab_report,non_critical,scale_up
92,44,77,8,1241,6,69.38,analytics,non_critical,scale_up
43,39,42,5,1316,8,40.03,patient_monitoring,critical,scale_up
28,86,123,1,862,3,53.82,lab_report,non_critical,stable
42,26,280,3,1077,10,58.95,analytics,non_critical,scale_down
95,20,106,1,680,4,65.46,analytics,non_critical,scale_up
18,26,39,0,49,8,58.76,emergency,critical,scale_down
79,8,313,3,1368,7,75.94,pharmacy,non_critical,scale_up
59,79,123,7,897,4,67.29,patient_monitoring,critical,scale_up
29,50,47,3,1098,2,36.4,pharmacy,non_critical,stable
20,46,40,9,49,7,78.81,emergency,critical,scale_up
88,81,235,5,555,7,92.91,analytics,non_critical,scale_up
65,80,354,10,968,7,93.84,emergency,critical,scale_up
9,22,301,5,931,6,43.06,pharmacy,non_critical,scale_up
39,34,189,5,1278,7,51.16,lab_report,non_critical,stable
66,5,121,1,297,9,47.19,emergency,critical,stable
53,40,235,5,195,1,62.39,emergency,critical,scale_up
95,67,118,7,1083,2,81.57,emergency,critical,scale_up
1,65,73,2,41,6,53.85,patient_monitoring,critical,scale_down
60,70,372,4,1156,9,90.51,lab_report,non_critical,scale_down
14,27,26,8,649,9,19.0,pharmacy,non_critical,scale_up
100,90,317,1,831,10,110.36,lab_report,non_critical,scale_down
11,81,72,3,3,9,97.65,emergency,critical,scale_down
85,93,290,5,1287,6,92.32,analytics,non_critical,scale_up
100,40,349,9,1510,10,35.57,pharmacy,non_critical,scale_up
9,47,234,1,1233,6,44.47,lab_report,non_critical,stable
56,90,315,3,351,9,87.2,pharmacy,non_critical,scale_down
10,79,45,3,36,6,83.69,analytics,non_critical,scale_down
84,36,355,2,1450,3,91.2,emergency,critical,scale_up
55,44,186,10,601,1,60.5,patient_monitoring,critical,scale_up
78,12,297,6,88,1,72.48,analytics,non_critical,stable
67,5,361,10,546,10,72.19,pharmacy,non_critical,scale_up
1,11,67,5,13,6,55.02,lab_report,non_critical,scale_down
76,30,185,1,1203,3,67.91,patient_monitoring,critical,scale_up
12,9,22,6,17,1,50.57,emergency,critical,scale_down
87,5,112,10,1010,2,58.22,analytics,non_critical,scale_up
95,21,44,6,937,5,60.07,lab_report,non_critical,scale_up
59,70,388,6,1007,1,91.31,analytics,non_critical,scale_up
42,34,132,9,1497,7,47.39,emergency,critical,scale_up
99,67,310,8,1420,6,103.44,analytics,non_critical,scale_up
100,68,400,10,1505,5,39.13,patient_monitoring,critical,scale_up
3,17,183,7,677,8,26.25,emergency,critical,scale_up
22,40,226,6,1040,10,47.68,patient_monitoring,critical,scale_up
7,50,127,6,956,3,33.11,emergency,critical,scale_up
52,44,155,5,1387,7,57.47,pharmacy,non_critical,stable
35,6,345,2,1025,10,55.85,patient_monitoring,critical,scale_up
10,94,221,9,1071,2,57.44,emergency,critical,scale_up
2,59,22,1,21,2,79.69,lab_report,non_critical,scale_down
49,5,328,4,272,9,59.34,analytics,non_critical,scale_down
14,54,173,5,448,9,41.4,pharmacy,non_critical,scale_down
3,67,29,8,48,7,72.2,pharmacy,non_critical,scale_up
41,9,26,9,562,8,26.92,lab_report,non_critical,scale_up
96,10,259,8,1444,2,53.36,analytics,non_critical,scale_up
11,16,209,2,568,8,32.34,pharmacy,non_critical,scale_down
95,72,23,4,803,8,73.01,pharmacy,non_critical,scale_down
73,88,369,5,647,5,101.09,analytics,non_critical,scale_up
66,73,140,1,93,4,69.09,patient_monitoring,critical,stable
57,20,248,6,1298,2,61.9,lab_report,non_critical,stable
86,91,246,1,1196,5,57.59,emergency,critical,scale_up
57,53,201,4,469,1,65.44,emergency,critical,scale_up
63,61,29,1,1273,3,55.25,patient_monitoring,critical,scale_up
10,69,36,0,328,10,29.96,emergency,critical,stable
2,61,56,7,419,4,25.74,patient_monitoring,critical,scale_up
21,64,128,3,252,2,43.0,lab_report,non_critical,stable
62,81,379,3,905,7,95.01,pharmacy,non_critical,scale_up
11,66,63,8,27,10,47.43,patient_monitoring,critical,scale_up
93,25,159,10,60,5,70.02,analytics,non_critical,scale_up
24,23,299,9,797,8,50.39,emergency,critical,scale_up
60,81,238,8,1239,5,80.58,patient_monitoring,critical,scale_up
16,67,293,10,1181,10,59.76,emergency,critical,scale_up
8,66,33,5,334,6,27.77,emergency,critical,stable
20,84,232,8,756,6,59.91,analytics,non_critical,scale_up
93,7,283,10,1393,8,79.69,analytics,non_critical,scale_up
71,65,173,3,542,6,73.38,analytics,non_critical,stable
21,18,94,1,734,8,26.77,patient_monitoring,critical,stable
7,7,150,3,85,6,20.77,patient_monitoring,critical,scale_down
97,42,356,9,1361,9,99.42,emergency,critical,scale_up
74,32,27,4,1104,8,51.51,emergency,critical,scale_up
35,51,45,5,612,4,38.52,analytics,non_critical,stable
48,91,74,8,407,1,59.51,lab_report,non_critical,scale_up
84,55,393,2,1373,9,100.55,patient_monitoring,critical,scale_up
97,88,276,7,1593,1,84.35,lab_report,non_critical,scale_up
55,85,234,1,1499,7,79.4,emergency,critical,scale_up
33,11,20,4,360,9,22.52,pharmacy,non_critical,scale_down
57,75,383,0,948,2,91.2,analytics,non_critical,scale_up
48,85,32,10,629,10,53.96,patient_monitoring,critical,scale_up
45,79,333,6,332,6,80.16,patient_monitoring,critical,scale_up
10,76,71,8,19,4,67.4,patient_monitoring,critical,scale_up
14,79,67,10,11,3,67.42,analytics,non_critical,scale_up
28,23,386,0,390,9,60.28,analytics,non_critical,scale_down
87,75,50,6,1446,7,73.89,analytics,non_critical,scale_up
45,19,128,3,653,5,42.31,emergency,critical,stable
22,26,203,10,653,9,40.41,analytics,non_critical,scale_up
14,44,60,1,6,7,88.25,patient_monitoring,critical,scale_down
7,65,314,6,11,3,54.42,analytics,non_critical,scale_up
70,79,208,0,1016,7,81.53,pharmacy,non_critical,stable
21,43,145,10,1276,9,40.45,patient_monitoring,critical,scale_up
58,38,243,10,503,10,65.71,pharmacy,non_critical,scale_up
90,46,339,7,1142,9,94.98,patient_monitoring,critical,scale_up
22,22,152,8,286,5,33.37,lab_report,non_critical,scale_up
51,38,387,10,777,3,77.15,patient_monitoring,critical,scale_up
55,29,145,4,1170,3,53.04,emergency,critical,scale_up
98,92,239,2,674,3,101.85,lab_report,non_critical,scale_up
56,30,279,1,654,3,66.21,lab_report,non_critical,stable
28,51,321,1,1335,7,64.07,emergency,critical,scale_up
10,95,392,2,1009,2,74.72,lab_report,non_critical,scale_up
54,15,291,10,1357,8,63.31,pharmacy,non_critical,scale_up
62,43,323,4,1407,4,79.01,pharmacy,non_critical,scale_up
32,44,129,9,452,4,43.0,pharmacy,non_critical,scale_up
93,78,165,10,476,1,87.35,pharmacy,non_critical,scale_up
4,25,225,10,957,1,33.91,patient_monitoring,critical,scale_up
32,47,91,9,1261,3,41.72,pharmacy,non_critical,scale_up
28,82,31,8,1237,3,44.17,analytics,non_critical,scale_up
8,91,130,2,1464,5,47.23,analytics,non_critical,stable
99,87,241,7,1359,9,102.42,pharmacy,non_critical,scale_up
57,77,37,3,1352,4,58.0,patient_monitoring,critical,scale_up
15,80,40,8,5,1,46.72,emergency,critical,scale_up
26,51,59,3,546,5,35.29,lab_report,non_critical,stable
19,52,35,4,26,9,52.15,pharmacy,non_critical,scale_down
25,60,200,1,838,7,52.18,lab_report,non_critical,stable
5,75,121,0,328,6,37.76,emergency,critical,stable
40,6,101,10,81,9,32.06,patient_monitoring,critical,scale_up
33,72,297,6,1202,6,70.2,pharmacy,non_critical,stable
85,82,251,2,841,5,93.88,emergency,critical,scale_up
80,81,158,9,392,8,80.88,emergency,critical,scale_up
81,52,328,8,328,6,89.56,emergency,critical,scale_up
77,65,123,10,437,8,71.17,analytics,non_critical,scale_up
19,14,141,7,423,10,28.65,emergency,critical,scale_up
94,39,268,8,1474,6,88.45,patient_monitoring,critical,scale_up
24,10,224,1,680,3,38.76,emergency,critical,scale_up
65,28,230,8,1210,2,66.32,analytics,non_critical,scale_up
8,71,74,4,25,7,76.01,emergency,critical,scale_down
75,53,199,9,906,8,75.11,pharmacy,non_critical,scale_up
6,81,218,4,728,5,50.56,emergency,critical,scale_up
46,66,125,5,1031,1,57.36,analytics,non_critical,stable
89,72,85,7,864,8,76.33,lab_report,non_critical,scale_up
36,10,236,4,117,9,44.83,emergency,critical,scale_up
45,78,218,1,1224,1,70.15,emergency,critical,scale_up
30,59,328,9,945,5,67.39,lab_report,non_critical,scale_up
56,61,310,2,1024,1,79.35,pharmacy,non_critical,scale_up
94,7,271,10,1048,7,78.3,patient_monitoring,critical,scale_up
26,87,381,7,860,6,78.92,analytics,non_critical,scale_up
25,22,82,4,824,1,28.95,lab_report,non_critical,stable
91,47,204,4,1120,3,82.24,emergency,critical,scale_up
13,51,335,1,1040,1,57.38,emergency,critical,scale_up
73,58,243,3,786,4,79.77,lab_report,non_critical,stable
15,67,367,0,978,9,66.26,analytics,non_critical,scale_down
82,86,114,9,142,4,78.48,patient_monitoring,critical,scale_up
14,30,44,5,11,8,34.8,pharmacy,non_critical,scale_down
94,41,20,4,224,7,61.75,pharmacy,non_critical,scale_up
3,66,79,4,25,9,84.93,lab_report,non_critical,scale_down
52,43,362,10,1481,4,78.06,emergency,critical,scale_up
8,38,58,0,1355,8,23.91,patient_monitoring,critical,scale_up
98,5,257,0,1931,5,75.66,analytics,non_critical,scale_up
29,70,122,2,404,3,48.51,pharmacy,non_critical,stable
15,89,47,5,21,8,74.19,patient_monitoring,critical,scale_down
100,16,392,8,1115,4,23.65,patient_monitoring,critical,scale_up
85,13,311,7,69,8,77.64,pharmacy,non_critical,scale_up
25,85,158,9,1153,6,56.11,lab_report,non_critical,scale_up
49,68,59,2,1410,7,53.62,emergency,critical,scale_up
52,59,179,1,1121,2,63.84,pharmacy,non_critical,stable
43,36,302,2,30,9,62.56,lab_report,non_critical,scale_down
90,42,79,5,1182,1,67.86,lab_report,non_critical,scale_up
93,21,258,5,1272,7,64.44,analytics,non_critical,scale_up
2,14,46,2,835,9,11.47,analytics,non_critical,scale_down
86,65,106,10,1000,7,75.1,patient_monitoring,critical,scale_up
4,45,271,9,1092,3,44.78,emergency,critical,scale_up
32,83,68,8,1205,10,50.11,emergency,critical,scale_up
59,26,43,1,233,6,42.07,pharmacy,non_critical,stable
49,5,50,10,257,5,31.51,emergency,critical,scale_up
14,95,71,7,40,1,87.73,emergency,critical,scale_up
90,71,352,3,1213,3,103.93,emergency,critical,scale_up
46,25,226,5,711,7,54.52,pharmacy,non_critical,stable
12,62,46,0,767,7,30.73,pharmacy,non_critical,stable
16,82,383,6,1355,2,73.61,pharmacy,non_critical,scale_up
3,30,57,8,1,3,64.16,emergency,critical,scale_up
79,34,237,6,1142,7,75.68,emergency,critical,scale_up
21,83,66,10,1055,9,44.11,patient_monitoring,critical,scale_up
62,89,70,7,934,1,66.57,emergency,critical,scale_up
85,82,247,10,1376,1,94.55,emergency,critical,scale_up
41,88,26,6,429,1,50.36,emergency,critical,stable
20,85,265,1,118,1,62.24,analytics,non_critical,stable
17,52,369,4,345,6,61.69,lab_report,non_critical,scale_up
85,62,54,6,228,4,66.96,patient_monitoring,critical,scale_up
8,92,162,1,298,4,48.4,pharmacy,non_critical,stable
1,81,74,4,2,2,58.6,patient_monitoring,critical,scale_down
99,5,74,3,1390,4,61.18,analytics,non_critical,scale_up
40,91,328,0,992,2,82.08,patient_monitoring,critical,scale_up
5,23,356,6,156,10,45.31,lab_report,non_critical,scale_down
2,29,56,3,29,6,26.26,analytics,non_critical,scale_down
3,26,221,2,377,7,32.15,emergency,critical,scale_up
2,39,281,6,1363,8,43.53,emergency,critical,scale_up
88,25,191,4,1438,5,73.48,lab_report,non_critical,scale_up
4,16,393,7,314,3,46.73,emergency,critical,scale_up
62,34,156,3,1140,3,59.08,lab_report,non_critical,stable
14,48,28,8,21,9,55.36,patient_monitoring,critical,scale_up
32,42,272,5,1346,6,58.49,analytics,non_critical,stable
66,8,68,4,906,8,44.01,pharmacy,non_critical,scale_down
49,78,362,2,315,5,84.73,pharmacy,non_critical,scale_up
12,45,273,4,310,3,47.42,analytics,non_critical,stable
34,94,172,5,1348,8,65.1,analytics,non_critical,scale_down
16,33,329,4,179,2,51.16,lab_report,non_critical,scale_up
53,5,44,0,666,9,33.73,analytics,non_critical,scale_down
77,7,333,8,1088,8,76.08,pharmacy,non_critical,scale_up
33,81,82,1,1316,8,51.63,analytics,non_critical,scale_down
41,93,298,10,39,1,78.28,pharmacy,non_critical,scale_up
38,81,331,8,798,1,78.0,analytics,non_critical,scale_up
76,55,357,5,1232,9,92.66,analytics,non_critical,scale_down
45,42,44,5,154,2,39.81,emergency,critical,stable
99,47,390,10,1336,4,105.27,lab_report,non_critical,scale_up
31,61,298,8,825,8,65.25,emergency,critical,scale_up
11,52,50,2,6,8,91.15,emergency,critical,scale_down
98,29,247,5,474,2,83.35,lab_report,non_critical,scale_up
11,27,390,3,1436,1,55.47,patient_monitoring,critical,scale_up
66,59,320,0,1335,1,85.37,pharmacy,non_critical,scale_up
18,51,190,8,156,5,43.61,lab_report,non_critical,scale_up
15,37,46,7,2,8,51.93,analytics,non_critical,scale_up
86,53,241,1,487,5,83.97,analytics,non_critical,scale_up
77,69,246,1,1369,4,86.54,analytics,non_critical,stable
86,76,45,0,1283,4,72.87,emergency,critical,scale_up
71,43,65,2,432,4,55.76,pharmacy,non_critical,stable
48,68,111,10,604,6,56.71,pharmacy,non_critical,scale_up
88,21,484,5,953,4,55.54,analytics,non_critical,scale_up
6,66,240,5,1340,6,49.48,patient_monitoring,critical,scale_up
70,57,334,9,1376,7,88.25,patient_monitoring,critical,scale_up
99,79,265,9,762,4,101.22,analytics,non_critical,scale_up
9,6,147,10,176,5,21.35,patient_monitoring,critical,scale_up
31,93,361,10,1243,9,81.99,patient_monitoring,critical,scale_up
55,6,226,1,79,8,52.06,patient_monitoring,critical,scale_up
54,69,127,4,869,10,62.14,lab_report,non_critical,scale_down
84,10,274,3,276,8,72.95,emergency,critical,scale_up
17,75,77,1,20,6,45.4,analytics,non_critical,scale_down
9,93,259,7,329,10,58.96,analytics,non_critical,scale_up
10,13,28,5,274,7,12.25,lab_report,non_critical,stable
21,36,193,0,244,3,41.09,lab_report,non_critical,stable
85,53,228,10,992,1,68.77,emergency,critical,scale_up
93,38,472,7,1215,3,59.94,pharmacy,non_critical,scale_up
39,21,155,3,56,8,41.41,pharmacy,non_critical,scale_down
93,56,231,10,683,7,87.77,analytics,non_critical,scale_up
17,34,41,1,24,6,49.54,lab_report,non_critical,scale_down
78,13,165,6,818,9,61.04,lab_report,non_critical,scale_down
64,73,216,1,677,10,76.85,emergency,critical,scale_up
8,23,33,3,1452,7,17.1,pharmacy,non_critical,stable
3,20,360,1,395,5,44.29,analytics,non_critical,scale_up
1,74,330,8,142,7,55.98,pharmacy,non_critical,scale_up
93,14,340,0,1074,1,64.19,emergency,critical,scale_up
4,55,91,8,552,10,28.7,analytics,non_critical,scale_up
53,28,106,10,423,10,46.35,pharmacy,non_critical,scale_up
42,29,371,9,1083,5,68.97,lab_report,non_critical,scale_up
98,57,237,3,1200,9,55.04,analytics,non_critical,scale_down
94,15,324,5,1500,4,90.95,analytics,non_critical,scale_up
40,28,26,7,1329,3,33.66,analytics,non_critical,scale_up
42,20,391,1,1492,5,69.08,emergency,critical,scale_up
91,45,76,2,831,2,68.26,pharmacy,non_critical,scale_up
55,78,36,4,810,7,56.12,patient_monitoring,critical,scale_up
59,37,385,4,232,10,79.56,pharmacy,non_critical,scale_down
77,87,161,4,997,5,82.69,pharmacy,non_critical,stable
1,72,65,10,58,7,28.72,emergency,critical,scale_up
